gene_name_canonical,organelle,source,Note
ABCG2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ADAM17,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ADCY6,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ADCY9,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
AIDA,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ALDH3B1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ALDOC,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ALPI,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ALPP,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ALPG,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ANO6,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ANTXR1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ANXA2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ANXA2P2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
AP2B1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ARF6,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ARL13B,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ATP13A3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ATP1A1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ATP1B1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ATP1B3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ATP2B1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ATP2B3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ATP2B4,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
AXL,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
BCAM,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
BICD2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
BSG,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CADM1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CALM1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CD109,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CD151,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CD276,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CD44,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CD46,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CD46,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CD47,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CD55,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CD58,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CD59,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CD81,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CD9,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ADGRE5,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CD99,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CD99L2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CDC42,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CDH10,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CLDND1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CLIC4,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CLMP,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CNNM3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CNP,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CPM,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CSNK1G3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CSPG4,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CXADR,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CXCR4,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
DAG1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
DDAH1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
DDR1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
DSC2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
DSG2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
EBF2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
EFR3A,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
EGFR,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ENG,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
EPB41,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
EPB41L1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
EPB41L2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
EPHA2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
EPHB4,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
EPS15,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ERBB2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
F11R,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
F3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CYRIB,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
FARP1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
FAS,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
FIBP,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
FLVCR1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
FOLR1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
FSCN1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GAS1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GNA11,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GNA13,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GNAI1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GNAI2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GNAI3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GNAQ,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GNAS,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GNB1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GNB2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GNB4,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GNG12,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GNG5,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GOLGA7,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GPC1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GPRIN1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
HLA-A,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
HLA-A,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ICAM1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
IGF1R,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
IGSF3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
IGSF8,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
IL1RAP,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
INSR,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
FAM234A,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ITGA1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ITGA2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ITGA3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ITGA5,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ITGA6,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ITGAV,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ITGB5,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ITSN1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
JAK1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
JUP,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
KIRREL1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
KITLG,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
KRAS,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
L1CAM,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
LIN7C,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
LRP6,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
LRRC57,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
LRRC8A,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
LSR,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
LYPD3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MARCKSL1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MCAM,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MET,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MELTF,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MMP15,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MPHOSPH6,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MPZL1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MSLN,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MSN,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MYO1B,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
MYO1E,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
NF2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
NPR3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
NPTN,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
NRAS,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ORAI1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PALM,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PCDH17,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PCDH7,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PHLDA2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PHLDA3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PIP5K1A,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PLCD3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PLXNA1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PLXNB2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PLXND1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PODXL2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PRNP,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PROCR,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PSEN1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PTGFRN,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PTP4A1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PTPRF,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PTPRJ,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PTPRK,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PTPRS,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
PVR,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RAB13,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RAB23,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RAB35,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RAB6A,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RAC1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RAC2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RALA,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RALB,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RAP1A,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RAP1B,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RAP2B,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RAP2C,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RHBDF2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RHOB,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RHOF,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ROBO1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ROR2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RP2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RRAS,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RRAS2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RTN4RL2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
S100A10,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SDC1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SDC2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SDC4,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SEMA3C,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SH3BP4,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC12A7,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC16A1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC16A3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC1A4,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC1A5,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC29A1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC29A2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC2A1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC2A14,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC2A3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC30A1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC39A10,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC39A14,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC39A6,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC3A2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC44A2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC5A3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC5A6,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC6A9,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC7A11,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLC7A5,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
NHERF1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SLCO4A1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SNAP23,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SNAP25,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SNTB2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SNX33,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
SNX9,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
STEAP3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
STOM,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
STX3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
STX4,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
STXBP2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
STXBP3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TBC1D10B,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TENM3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TGFBR3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TMBIM1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TMEM132A,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CEMIP2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TNFRSF10A,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
TSPAN4,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
VANGL1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
VASN,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
YES1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ZDHHC5,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
RPL10,ribosome,manual curation,ribosomal subunit
RPL10A,ribosome,manual curation,ribosomal subunit
RPL10L,ribosome,manual curation,ribosomal subunit
RPL11,ribosome,manual curation,ribosomal subunit
RPL12,ribosome,manual curation,ribosomal subunit
RPL13,ribosome,manual curation,ribosomal subunit
RPL13A,ribosome,manual curation,ribosomal subunit
RPL14,ribosome,manual curation,ribosomal subunit
RPL15,ribosome,manual curation,ribosomal subunit
RPL17,ribosome,manual curation,ribosomal subunit
RPL18,ribosome,manual curation,ribosomal subunit
RPL18A,ribosome,manual curation,ribosomal subunit
RPL19,ribosome,manual curation,ribosomal subunit
RPL21,ribosome,manual curation,ribosomal subunit
RPL22,ribosome,manual curation,ribosomal subunit
RPL22L1,ribosome,manual curation,ribosomal subunit
RPL23,ribosome,manual curation,ribosomal subunit
RPL23A,ribosome,manual curation,ribosomal subunit
RPL24,ribosome,manual curation,ribosomal subunit
RPL26,ribosome,manual curation,ribosomal subunit
RPL26L1,ribosome,manual curation,ribosomal subunit
RPL27,ribosome,manual curation,ribosomal subunit
RPL27A,ribosome,manual curation,ribosomal subunit
RPL28,ribosome,manual curation,ribosomal subunit
RPL29,ribosome,manual curation,ribosomal subunit
RPL3,ribosome,manual curation,ribosomal subunit
RPL30,ribosome,manual curation,ribosomal subunit
RPL31,ribosome,manual curation,ribosomal subunit
RPL32,ribosome,manual curation,ribosomal subunit
RPL34,ribosome,manual curation,ribosomal subunit
RPL35,ribosome,manual curation,ribosomal subunit
RPL35A,ribosome,manual curation,ribosomal subunit
RPL36,ribosome,manual curation,ribosomal subunit
RPL36A,ribosome,manual curation,ribosomal subunit
RPL36AL,ribosome,manual curation,ribosomal subunit
RPL37,ribosome,manual curation,ribosomal subunit
RPL37A,ribosome,manual curation,ribosomal subunit
RPL38,ribosome,manual curation,ribosomal subunit
RPL39,ribosome,manual curation,ribosomal subunit
RPL39L,ribosome,manual curation,ribosomal subunit
RPL3L,ribosome,manual curation,ribosomal subunit
RPL4,ribosome,manual curation,ribosomal subunit
RPL41,ribosome,manual curation,ribosomal subunit
RPL5,ribosome,manual curation,ribosomal subunit
RPL6,ribosome,manual curation,ribosomal subunit
RPL7,ribosome,manual curation,ribosomal subunit
RPL7A,ribosome,manual curation,ribosomal subunit
RPL7L1,ribosome,manual curation,ribosomal subunit
RPL8,ribosome,manual curation,ribosomal subunit
RPL9,ribosome,manual curation,ribosomal subunit
RPS10,ribosome,manual curation,ribosomal subunit
RPS11,ribosome,manual curation,ribosomal subunit
RPS12,ribosome,manual curation,ribosomal subunit
RPS13,ribosome,manual curation,ribosomal subunit
RPS14,ribosome,manual curation,ribosomal subunit
RPS15,ribosome,manual curation,ribosomal subunit
RPS15A,ribosome,manual curation,ribosomal subunit
RPS16,ribosome,manual curation,ribosomal subunit
RPS17,ribosome,manual curation,ribosomal subunit
RPS18,ribosome,manual curation,ribosomal subunit
RPS19,ribosome,manual curation,ribosomal subunit
RPS19BP1,ribosome,manual curation,ribosomal subunit
RPS2,ribosome,manual curation,ribosomal subunit
RPS20,ribosome,manual curation,ribosomal subunit
RPS21,ribosome,manual curation,ribosomal subunit
RPS23,ribosome,manual curation,ribosomal subunit
RPS24,ribosome,manual curation,ribosomal subunit
RPS25,ribosome,manual curation,ribosomal subunit
RPS26,ribosome,manual curation,ribosomal subunit
RPS27,ribosome,manual curation,ribosomal subunit
RPS27A,ribosome,manual curation,ribosomal subunit
RPS27L,ribosome,manual curation,ribosomal subunit
RPS28,ribosome,manual curation,ribosomal subunit
RPS29,ribosome,manual curation,ribosomal subunit
RPS3,ribosome,manual curation,ribosomal subunit
RPS3A,ribosome,manual curation,ribosomal subunit
RPS5,ribosome,manual curation,ribosomal subunit
RPS6,ribosome,manual curation,ribosomal subunit
RPS7,ribosome,manual curation,ribosomal subunit
RPS8,ribosome,manual curation,ribosomal subunit
RPS9,ribosome,manual curation,ribosomal subunit
RPSA2,ribosome,manual curation,ribosomal subunit
ANXA7,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
ATXN2,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
ATXN2L,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
CAPRIN1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
CELF1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
CIRBP,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
CSDE1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
DAZAP1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
DDX1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
DDX3X,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
DHX36,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
DSP,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
EIF3E,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
EIF3G,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
EIF3H,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
EIF3J,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
EIF3L,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
EIF4A1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
EIF4B,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
EIF4G1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
EIF4H,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
EIF6,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
ELAVL1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
FAM120A,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
FAM98A,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
FMR1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
FUBP3,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
FUS,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
FXR1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
FXR2,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
G3BP1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
G3BP2,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
GSPT1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
HELZ,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
HNRNPA2B1,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
HNRNPA3,stress granule,"Markmiller et al 2018 PMID: 29373831, Jain et al 2016 PMID: 26777405",present in both datasets (proteomics)
