MCS.ID	synonyms	gene.ID	gene.symbol	uniprot	species	MCS	location.literature.	cell.line.tissue	Experimental.Method	source.number	PMID-1	Description-1	Evidences-1	PMID-2	Description-2	Evidences-2	PMID-3	Description-3	Evidences-3	PMID-4	Description-4	Evidences-4	PMID-5	Description-5	Evidences-5	PMID-6	Description-6	Evidences-6	PMID-7	Description-7	Evidences-7	PMID-8	Description-8	Evidences-8	PMID-9	Description-9	Evidences-9	PMID-10	Description-10	Evidences-10	PMID-11	Description-11	Evidences-11	PMID-12	Description-12	Evidences-12
LMCS00481	SPTLC1; LCB1	10558	SPTLC1	O15269	Human	ER-MT; MT-ER	ER	Flp-In T-REx 293 cells; A431 cells; COS-7 cells; Huh7 cells; Huh7.5 cells; PH5CH8 cells; Human testis	Low throughput experimental methods	3	34785538	This study demonstrates that the SPTLC1 and SPTLC2 subunits can interact in cis on the ER and in trans across membranes to form a functional SPT complex, the latter suggesting that de novo sphingolipid synthesis occurs at ER–mitochondria contact sites.	The protein was validated by confocal microscopy, STED super-resolution microscopy, qRT-PCR, immunoprecipitation and mass spectrometry analysis in Flp-In T-REx 293 cells, A431 cells and COS-7 cells.	25734423	We found that several hundred proteins changed their expression in the MAM during SenV or HCV  as compared to mock-treated cells. 	The protein was validated by LC-MS/MS and proteomics data analysis in Huh7 cells, Huh7.5 cells and PH5CH8 cells.	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was validated by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00482	SPTLC2; KIAA0526; LCB2	9517	SPTLC2	O15270	Human	ER-MT; MT-ER	ER; MT	Flp-In T-REx 293 cells; A431 cells; COS-7 cells; Huh7 cells; Huh7.5 cells; PH5CH8 cells	Low throughput experimental methods	2	34785538	This study demonstrates that the SPTLC1 and SPTLC2 subunits can interact in cis on the ER and in trans across membranes to form a functional SPT complex, the latter suggesting that de novo sphingolipid synthesis occurs at ER–mitochondria contact sites.	The protein was validated by confocal microscopy, STED super-resolution microscopy, qRT-PCR, immunoprecipitation and mass spectrometry analysis in Flp-In T-REx 293 cells, A431 cells and COS-7 cells, which could promote the localization of endogenous deoxy-sphingolipids to mitochondria.	25734423	We found that several hundred proteins changed their expression in the MAM during SenV or HCV  as compared to mock-treated cells.	The protein was validated by LC-MS/MS and proteomics data analysis in Huh7 cells, Huh7.5 cells and PH5CH8 cells.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00483	RTN4; KIAA0886; NOGO; My043; SP1507	57142	RTN4	Q9NQC3	Human	ER-MT; MT-ER	ER	MCF7 cells; HeLa cells; H1299 cells; COS-7 cells; Human testis	Low throughput experimental methods	2	35508606	RTN4 and CLIMP-63 localise to ERMCS to facilitate mitochondrial fragmentation	The protein was validated by immunofluorescence, confocal microscopy, superresolution imaging, transmission and scanning electron microscopy, flow cytometry and western blotting in MCF7 cells, HeLa cells, H1299 cells and COS-7 cells, which regulates the recruitment of BAX to ER and mitochondrial membranes to enable cytochrome c release and apoptosis, thereby performing novel and distinct roles in the regulation of mitochondrial structure and function.	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was validated by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00486	VPS13D; KIAA0453	55187	VPS13D	Q5THJ4	Human	ER-MT; MT-ER	NA	HEK293 cells; HeLa cells; COS-7 cells	Low throughput experimental methods	2	33891013	The interaction of VPS13D with the ER is mediated by VAP, and its interaction with either mitochondria or peroxisomes is mediated by Miro.	The protein was validated by microscopy, image processing, analysis, and statistics in HeLa cells, COS-7 cells.	28441135	The proteomes of 137 and 634 proteins, respectively, are highly specific and highlight 94 potentially novel mitochondrial or ER proteins. Dataset intersection identified protein candidates potentially localized to mitochondria-ER contact sites.	The protein was validated by Western blot analysis of biotin-phenol labeling, mass spectrometry in HEK293 cells, HeLa cells and COS-7 cells.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00487	VPS13D; KIAA0453	55187	VPS13D	Q5THJ4	Human	ER-Peroxisome; Peroxisome-ER	NA	HeLa cells; COS-7 cells	Low throughput experimental methods	1	33891013	The interaction of VPS13D with the ER is mediated by VAP, and its interaction with either mitochondria or peroxisomes is mediated by Miro.	The protein was validated by microscopy, image processing, analysis, and statistics in HeLa cells, COS-7 cells.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00492	RHOT2; ARHT2; C16orf39; MIRO2	89941	RHOT2	Q8IXI1	Human	ER-Peroxisome; Peroxisome-ER	MT	HeLa cells; COS-7 cells	Low throughput experimental methods	1	33891013	The interaction of VPS13D with the ER is mediated by VAP, and its interaction with either mitochondria or peroxisomes is mediated by Miro.	The protein was validated by microscopy, image processing, analysis, and statistics in HeLa cells, COS-7 cells, which is a Parkin substrate, with potential implications for Parkinson’s disease pathogenesis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00493	Rhot1; Arht1; MIRO1	55288	RHOT1	Q8IXI2	Human	ER-Peroxisome; Peroxisome-ER	MT	HeLa cells; COS-7 cells	Low throughput experimental methods	1	33891013	The interaction of VPS13D with the ER is mediated by VAP, and its interaction with either mitochondria or peroxisomes is mediated by Miro.	The protein was validated by microscopy, image processing, analysis, and statistics in HeLa cells, COS-7 cells, which is a Parkin substrate, with potential implications for Parkinson’s disease pathogenesis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00496	OSBPL3; KIAA0704; ORP3; OSBP3	26031	OSBPL3	Q9H4L5	Human	ER-PM; PM-ER	ER	HEK293 cells; HEK293T cells; COS-7 cells; HEK293-AT1 cells	Low throughput experimental methods	2	25447204	Consistently, downstream AktS473 phosphorylation and β1-integrin activity were enhanced by ORP3–VAPA.	The protein was validated by western blot analysis, phosphopeptide analysis, BiFC, co-precipitation assay and flow cytometry assay in HEK293 cells, which regulates R-Ras activity.	32041906	In the present study, we investigated the role of inositol lipids in the control of ORP3 function and conversely, the possible role of ORP3 in the organization of ER–PM contacts with respect to PI4P status and store-operated Ca2+ entry (SOCE).	The protein was validated by western blot, BRET measurements, confocal microscopy, TIRF microscopy and knockdown experiments in HEK293T cells, COS-7 cells and HEK293-AT1 cells, and ORP3 phosphorylation regulates phosphatidylinositol 4-phosphate and Ca2+ dynamics at plasma membrane–ER contact sites.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00501	KCNB1	3745	KCNB1	Q14721	Human	ER-PM; PM-ER	PM	HEK293T cells; HEK293 cells	Low throughput experimental methods	2	30012696	These data together demonstrate that the Kv2 PRC domain is both necessary and sufficient for the unique ability of Kv2.1 (and Kv2.2) to recruit endogenous VAPA to ER-PM junctions in HEK293T cells.	The protein was validated by transfection, immunocytochemistry, fixed-cell imaging and live-cell tirf imaging in HEK293T cells, and the Kv2.1 expression in the PM can affect ER-PM junctions via its phosphorylation-dependent association to ER-localized VAPA and VAPB.	29941597	Kv2 potassium channels form endoplasmic reticulum/plasma membrane junctions via interaction with VAPA and VAPB.	The protein was validated by APEX-based proximity biotinylation, microscopy, FRETand siRNA-based knockdown in HEK293 cells, and Kv2-induced ER remodeling and VAP concentration at ER/PM contacts likely play a central role in neuronal physiology.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00502	KCNB2	9312	KCNB2	Q92953	Human	ER-PM; PM-ER	PM	HEK293T cells; HEK293 cells	Low throughput experimental methods	2	30012696	These data together demonstrate that the Kv2 PRC domain is both necessary and sufficient for the unique ability of Kv2.1 (and Kv2.2) to recruit endogenous VAPA to ER-PM junctions in HEK293T cells.	The protein was validated by transfection, immunocytochemistry, fixed-cell imaging and live-cell tirf imaging in HEK293T cells, and the Kv2.1 expression in the PM can affect ER-PM junctions via its phosphorylation-dependent association to ER-localized VAPA and VAPB.	29941597	Kv2 potassium channels form endoplasmic reticulum/plasma membrane junctions via interaction with VAPA and VAPB.	The protein was validated by APEX-based proximity biotinylation, microscopy, FRETand siRNA-based knockdown in HEK293 cells, and Kv3-induced ER remodeling and VAP concentration at ER/PM contacts likely play a central role in neuronal physiology.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00508	VAPA; VAP33	9218	VAPA	Q9P0L0	Human	ER-Parasitophorous vacuole; Parasitophorous vacuole-ER	ER	HeLa cells; HEK293 cells; C. trachomatis Lymphogranuloma venereum	Low throughput experimental methods	1	29078338	We propose a model in which IncV acts as one of the primary tethers that contribute to the formation of ER-inclusion MCS.	The protein was validated by Co-IP, immunoblotting, GST Pull-Down, immunofluorescence, confocal microscopy and transmission electron microscopy in HeLa cells, HEK293 cells and C. trachomatis Lymphogranuloma venereum.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00509	VAPB; UNQ484/PRO983	9217	VAPB	O95292	Human	ER-Parasitophorous vacuole; Parasitophorous vacuole-ER	ER	HeLa cells; HEK293 cells; C. trachomatis Lymphogranuloma venereum	Low throughput experimental methods	1	29078338	We propose a model in which IncV acts as one of the primary tethers that contribute to the formation of ER-inclusion MCS.	The protein was validated by Co-IP, immunoblotting, GST Pull-Down, immunofluorescence, confocal microscopy and transmission electron microscopy in HeLa cells, HEK293 cells and C. trachomatis Lymphogranuloma venereum.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00512	ESYT1; FAM62A; KIAA0747; MBC2	23344	ESYT1	Q9BSJ8	Human	ER-PM; PM-ER	ER	COS-7 cells; SH-SY5Y cells; HeLa cells; HEK293 cells; Human melanoma A2058 cells	Low throughput experimental methods	4	25787254	Because E-Syt1 interacts with both E-Syt2 and E-Syt3, E-Syt1 acts as a Ca2+-dependent regulator of E-Syt–mediated ER–PM tethering.	The protein was validated by live-cell imaging, biochemical analysis, sequence analysis, cryo-ET, image segmentation and statistical analysis in COS-7 cells, which may impact on the cross-talk between the ER and the PM and the functions of E-Syts in lipid transport between the two bilayers.	23791178	E-Syts tether the ER to the PM via C2 domain-PI(4,5)P2 interactions.	The protein was validated by RNA Interference, fluorescence microscopy, optogenetics, electron microscopy and biochemical analysis in COS-7 cells, SH-SY5Y cells and HeLa cells.	26322679	In our subsequent LC-MS MS analyses on all the eluted products, we further identified a total of 73 potential STIM1 interactors, with 17 detected in both store-full and store-depleted HEK293 cells.	The protein was validated by mass spectrometry,  LC-MS/MS in HEK293 cells, HeLa cells and COS-7 cells. 	30850711	E-syt1 re-arranges STIM1 clusters to stabilize ring-shaped ER-PM contact sites and accelerate Ca2+ store replenishment.	The protein was validated by fluorescence labeling, western blot analysis, immunofluorescent staining and VA-TIRFM in HEK293 cells and human melanoma A2058 cells, which helped to stabilize MCSs and accelerate local ER Ca2+ replenishment.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00513	VAPA; VAP33	9218	VAPA	Q9P0L0	Human	ER-MVB; MVB-ER	ER	HEK293FT cells; HT1080 cells; non-orthotopic nude mouse model	Low throughput experimental methods	1	35421371	VAP-A-CERT linkages at ER membrane contact sites drive biogenesis of RNA-containing Evs.; Ceramide transporter CERT localizes to MVBs and controls biogenesis of RNA-containing Evs.	The protein was validated by nanoparticle tracking analysis, cell Labeling for fluorescence microscopy, confocal microscopy, post-acquisition deconvolution, TEM, western blot analysis, dot blot analysis, luciferase reporter assay and lipid mass spectrometry in HEK293FT cells, HT1080 cells and non-orthotopic nude mouse model, which controls functional transfer of microRNAs to recipient cells.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00514	CERT1; CERT; COL4A3BP; STARD11	10087	CERT1	Q9Y5P4	Human	ER-MVB; MVB-ER	MVB	HEK293FT cells; HT1080 cells; non-orthotopic nude mouse model	Low throughput experimental methods	1	35421371	VAP-A-CERT linkages at ER membrane contact sites drive biogenesis of RNA-containing Evs.; Ceramide transporter CERT localizes to MVBs and controls biogenesis of RNA-containing Evs.	The protein was validated by nanoparticle tracking analysis, cell Labeling for fluorescence microscopy, confocal microscopy, post-acquisition deconvolution, TEM, western blot analysis, dot blot analysis, luciferase reporter assay and lipid mass spectrometry in HEK293FT cells, HT1080 cells and non-orthotopic nude mouse model, which controls functional transfer of microRNAs to recipient cells.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00520	STARD3; CAB1; MLN64	10948	STARD3	Q14849	Human	MT-Endosome; Endosome-MT	Endosome	JEG3 cells	Low throughput experimental methods	1	37245582	The ultrastructural function of MLN64 in the late endosome–mitochondria membrane contact sites in placental cells.	The protein was validated by immunoelectron microscopy, immunoelectron tomography, immunoblotting and fluorescence imaging in JEG3 cells, and the egress of cholesterol from the late endosomes via MLN64-regulated MCSs likely plays an essential role in steroid hormone synthesis in the placenta.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00538	CHMP7	91782	CHMP7	Q8WUX9	Human	ER-MT; MT-ER	ER; MT	COS-7 cells; HEK293FT cells; HeLa cells; U2-OS cells	Low throughput experimental methods	1	35962186	Oligomeric CHMP7 mediates three-way ER junctions and ER-mitochondria interactions.	The protein was validated by live imaging, immunofluorescence staining, differential centrifugation, electron microscopy and GFP-trap assay in COS-7 cells, HEK293FT cells, HeLa cells and U2-OS cells, which mediates three-way ER junctions and ER-mitochondria interactions.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00539	PLIN1; PERI; PLIN	5346	PLIN1	O60240	Human	LD-LD	LD	HEK293T cells	Low throughput experimental methods	1	23481402	Fsp27 accumulates at the LDCS when two LDs attach each other, creating a pore that specifically allows bidirectional lipid exchange.; Plin1 interacts with the CIDE-N domain of Fsp27 and markedly increases Fsp27-mediated lipid exchange, lipid transfer and lipid droplet growth.	The protein was validated by immunofluorescent staining, live cell imaging and co-immunoprecipitation in HEK293T cells, which promotes unilocular LD formation in adipocytes.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00541	CIDEC; FSP27	63924	CIDEC	Q96AQ7	Human	LD-LD	LD	HEK293T cells; HeLa cells	Low throughput experimental methods	2	23481402	Fsp27 accumulates at the LDCS when two LDs attach each other, creating a pore that specifically allows bidirectional lipid exchange.; Plin1 interacts with the CIDE-N domain of Fsp27 and markedly increases Fsp27-mediated lipid exchange, lipid transfer and lipid droplet growth.	The protein was validated by immunofluorescent staining, live cell imaging and co-immunoprecipitation in HEK293T cells, which promotes unilocular LD formation in adipocytes.	36800289	These studies also showed that Cidec localized on the surface of LDs and accumulated at interfaces between LDs, where it facilitated net transfer of neutral lipid from the smaller to the larger LD.	The protein was validated by fixed cell imaging, live cell imaging and cryo-ET in HeLa cells, which facilitates pressure-driven transfer of neutral lipids through two “leaky” monolayers between LDs.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00550	STIM1; GOK	6786	STIM1	Q13586	Human	ER-Parasitophorous vacuole; Parasitophorous vacuole-ER	ER	HEK293 cells; HeLa cells	Low throughput experimental methods	1	36853051	Here, we show that the C. trachomatis inclusion membrane protein IncS (CTL0402) specifically recruits STIM1 to ER-inclusion MCS via direct interaction with a cytosolic domain of STIM1.	The protein was validated by coimmunoprecipitation, immunoblotting, immunofluorescence and confocal microscopy in HEK293 cells and HeLa cells, and IncS is necessary and sufficient to recruit STIM1 to C. trachomatis inclusion.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00558	AMFR; RNF45; GP78	267	AMFR	Q9UKV5	Human	ER-MT; MT-ER	ER	COS-7 cells, HT-1080 cells; Huh7 cells; Huh7.5 cells; PH5CH8 cells	Low throughput experimental methods	2	https://dx.doi.org/10.14288/1.0427376	Gp78 regulation of basal mitophagy, mitochondrial health and mitochondria-endoplasmic reticulum contact sites.	The protein was validated by electron microscopy, immunofluorescence labeling, gSTED microscopy and MCS-DETECT in COS-7 cells and HT-1080 cells, and CRISPR Cas9 KO of Gp78 results in impaired basal and damage-induced mitophagy.	25734423	Our results demonstrate that there are many proteins changing in expression on the MAM during RNA virus infection. Many of these proteins are differentially regulated during SenV and HCV but are found to be in a physical interaction network, suggesting that these proteins are co-regulated during the antiviral response.	The protein was validated by LC-MS/MS and proteomics data analysis in Huh7 cells, Huh7.5 cells, PH5CH8 cells.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00559	GSK3B	2932	GSK3B	P49841	Human	ER-Peroxisome; Peroxisome-ER	NA	COS-7 cells; HEK293FT cells; HeLa cells	Low throughput experimental methods	1	35019937	Finally, we show that GSK3β can associate with the ACBD5–VAPB complex to regulate peroxisome–ER contacts by phosphorylating serine-269.	The protein was validated by immunofluorescence, microscopy, EM, spatial stereology, MS, SDS-PAGE, immunoblotting and bioinformatics in COS-7 cells, HEK293FT cells and HeLa cells, which can associate with the ACBD5–VAPB complex to regulate peroxisome–ER contacts by phosphorylating serine-269.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00562	CSNK2A1; CK2A1	1457	CSNK2A1	P68400	Human	ER-Parasitophorous vacuole; Parasitophorous vacuole-ER	Parasitophorous vacuole	HEK293 cells; HeLa cells; Chlamydia	Low throughput experimental methods	1	35838228	IncV/CK2/VAP interplay in ER-Inclusion MCS formation.	The protein was validated by immunoblotting, immunoprecipitation, immunofluorescence, confocal microscopy, in vitro kinase assay, GST-pull-down immunoblot quantification and electron microscopy in HEK293 cells, HeLa cells, and Chlamydia.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00569	ULK1; KIAA0722	8408	ULK1	O75385	Human	ER-MT; MT-ER	NA	HCT15 cells	Low throughput experimental methods	1	36927870	Accordingly, our findings highlight a novel mechanism responsible for mitophagy initiation under hypoxia by chaperone Lon in mitochondria through the interaction with FUNDC1-ULK1 complex at the EMC site.	The protein was validated by western blotting, immunoprecipitation, immunofluorescence microscopy and transmission electron microscopy in HCT15 cells, and the axis induced mitophagy benefits cell survival under hypoxia.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00570	LRRK1; KIAA1790	79705	LRRK1	Q38SD2	Human	ER-Endosome; Endosome-ER	NA	HeLa S3 cells; HEK293 cells; Cos7 cells 	Low throughput experimental methods	1	36744428	These findings provide evidence that the ER–endosome contact site functions as a hub for LRRK1-dependent signaling that regulates EGFR trafficking.	The protein was validated by immunoprecipitation, immunofluorescence and image analysis in HeLa S3 cells, HEK293 cells, and Cos7 cells, which functions as a scaffold for PTP1B-mediated EGFR sorting into ILVs at the ER–endosome contact site.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00571	CSNK2A2; CK2A2	1457	CSNK2A2	P19784	Human	ER-Parasitophorous vacuole; Parasitophorous vacuole-ER	Parasitophorous vacuole	HEK293 cells; HeLa cells; Chlamydia	Low throughput experimental methods	1	35838228	IncV/CK2/VAP interplay in ER-Inclusion MCS formation.	The protein was validated by immunoblotting, immunoprecipitation, immunofluorescence, confocal microscopy, in vitro kinase assay, GST-pull-down immunoblot quantification and electron microscopy in HEK293 cells, HeLa cells, and Chlamydia.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00573	PLIN2; ADFP	123	PLIN2	Q99541	Human	MT-LD; LD-MT	MT	HepG2 cells; HEK293T cells	Low throughput experimental methods	1	37055989	This study aimed to assess the molecular machinery of mitochondria and LDs contacts involved in hepatic lipotoxicity and uncover the critical role of mito-p53-PLIN2 interaction in AFB1 exposure-induced lipid metabolic disorders.	The protein was validated by IF assay, LDs dynamic assay, TEM assay, PLA, mito-IP,  I-TASSER analysis, WB analysis, TC quantification and cell viability assay in HepG2 cells and HEK293T cells. Mito-p53 and LDs associated protein PLIN2 interaction-mediated organelles communication between the mitochondria and LDs inhibited lysosome-dependent lipophagy involved in LDQC regulation, thereby promoting three organelles-mitochondria, LDs, and lysosomal networks regulated hepatocyte lipid accumulation and hepatic steatosis-associated liver injury.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00574	TP53; P53	7157	TP53	P04637	Human	MT-LD; LD-MT	LD	HepG2 cells; HEK293T cells	Low throughput experimental methods	1	37055989	This study aimed to assess the molecular machinery of mitochondria and LDs contacts involved in hepatic lipotoxicity and uncover the critical role of mito-p53-PLIN2 interaction in AFB1 exposure-induced lipid metabolic disorders.	The protein was validated by IF assay, LDs dynamic assay, TEM assay, PLA, mito-IP,  I-TASSER analysis, WB analysis, TC quantification and cell viability assay in HepG2 cells and HEK293T cells. Mito-p53 and LDs associated protein PLIN2 interaction-mediated organelles communication between the mitochondria and LDs inhibited lysosome-dependent lipophagy involved in LDQC regulation, thereby promoting three organelles-mitochondria, LDs, and lysosomal networks regulated hepatocyte lipid accumulation and hepatic steatosis-associated liver injury.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00580	NRG2; NTAK	9542	NRG2	O14511	Human	ER-PM; PM-ER	PM	HEK293 cells; HeLa cells	Low throughput experimental methods	1	36769244	Importantly, we demonstrate that proNRG2 promotes the formation of ER-PM junctions by directly binding the ER-resident membrane tether VAP, like Kv2.1.	The protein was validated by immunocytochemistry, confocal microscopy, immunogold electron microscopy, immunoprecipitation, GST pulldown assays and western blotting in HEK293 cells and HeLa cells. ProNRG2 and Kv2.1 serve as co-regulated downstream effectors of NMDA receptors to homeostatically regulate GABAergic interneurons.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00581	MIB1; DIP1; KIAA1323; ZZANK2	57534	MIB1	Q86YT6	Human	ER-MT; MT-ER	MT	HeLa cells	Low throughput experimental methods	1	36130504	ORP5/8 and MIB/MICOS link ER-mitochondria and intra-mitochondrial contacts for non-vesicular transport of phosphatidylserine.	The protein was validated by qPCR, immunoprecipitation, western blotting, mass spectrometry-proteomic analysis, PLA, electron microscopy analysis and radiometric assay in HeLa cells, which links ER-mitochondria and intra-mitochondrial contacts for non-vesicular transport of phosphatidylserine.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00582	APOO; FAM121B; MIC23; MIC26; My025; UNQ1866/PRO4302	79135	APOO	Q9BUR5	Human	ER-MT; MT-ER	MT	HeLa cells	Low throughput experimental methods	1	36130504	ORP5/8 and MIB/MICOS link ER-mitochondria and intra-mitochondrial contacts for non-vesicular transport of phosphatidylserine.	The protein was validated by qPCR, immunoprecipitation, western blotting, mass spectrometry-proteomic analysis, PLA, electron microscopy analysis and radiometric assay in HeLa cells, which links ER-mitochondria and intra-mitochondrial contacts for non-vesicular transport of phosphatidylserine.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMCS00583	OSBPL10; ORP10; OSBP9	114884	OSBPL10	Q9BXB5	Human	ER-GA; GA-ER	NA	HeLa cells; HEK293T cells	Low throughput experimental methods	1	36853333	ORP9 and ORP10 form a heterocomplex to transfer phosphatidylinositol 4-phosphate at ER-TGN contact sites.	The protein was validated by CRISPR‑Cas9 genome editing, confocal imaging, immunofuorescence microscopy, IP, immunoblotting, pull‑down assay, CD spectroscopy and FRET‑based lipid transfer assay in HeLa cells and HEK293T cells, which maintains PI4P homeostasis at ER-TGN MCSs and regulating vesicle trafficking.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
