"","group_id","desc","varname"
"36727","7236","ARXN1-CIC complex","ATX1"
"36728","7236","ARXN1-CIC complex","SCA1"
"36729","7236","ARXN1-CIC complex","KIAA0306"
"11614","7239","CHRNA7-NMDAR1 complex","CHRNA7"
"11615","7239","CHRNA7-NMDAR1 complex","GRIN1"
"36730","7239","CHRNA7-NMDAR1 complex","NACHRA7"
"36731","7239","CHRNA7-NMDAR1 complex","NMDAR1"
"2790","724","MAF2 complex","KAT8"
"2791","724","MAF2 complex","MORF4L1"
"18527","724","MAF2 complex","MOF"
"18528","724","MAF2 complex","MYST1"
"18529","724","MAF2 complex","MRG15"
"11616","7240","CHRNA7-GRIN2A complex","CHRNA7"
"11617","7240","CHRNA7-GRIN2A complex","GRIN2A"
"36732","7240","CHRNA7-GRIN2A complex","NACHRA7"
"36733","7240","CHRNA7-GRIN2A complex","NMDAR2A"
"11618","7241","SNCA-TUBB3 complex","SNCA"
"11619","7241","SNCA-TUBB3 complex","TUBB3"
"36734","7241","SNCA-TUBB3 complex","NACP"
"36735","7241","SNCA-TUBB3 complex","PARK1"
"36736","7241","SNCA-TUBB3 complex","TUBB4"
"11620","7242","RPGRIP1-SPATA7 complex","RPGRIP1"
"11621","7242","RPGRIP1-SPATA7 complex","SPATA7"
"36738","7242","RPGRIP1-SPATA7 complex","HSD3"
"11622","7243","AURKA-HRAS-RAF1 complex","AURKA"
"11623","7243","AURKA-HRAS-RAF1 complex","HRAS"
"11624","7243","AURKA-HRAS-RAF1 complex","RAF1"
"36739","7243","AURKA-HRAS-RAF1 complex","AIK"
"36741","7243","AURKA-HRAS-RAF1 complex","AIRK1"
"36743","7243","AURKA-HRAS-RAF1 complex","ARK1"
"36745","7243","AURKA-HRAS-RAF1 complex","AURA"
"36747","7243","AURKA-HRAS-RAF1 complex","AYK1"
"36749","7243","AURKA-HRAS-RAF1 complex","BTAK"
"36751","7243","AURKA-HRAS-RAF1 complex","IAK1"
"36753","7243","AURKA-HRAS-RAF1 complex","STK15"
"36755","7243","AURKA-HRAS-RAF1 complex","STK6"
"36756","7243","AURKA-HRAS-RAF1 complex","HRAS1"
"36757","7243","AURKA-HRAS-RAF1 complex","RAF"
"11625","7248","ABCB1-ANXA2-RACK1-SRC complex","ANXA2"
"11626","7248","ABCB1-ANXA2-RACK1-SRC complex","ABCB1"
"11627","7248","ABCB1-ANXA2-RACK1-SRC complex","SRC"
"11628","7248","ABCB1-ANXA2-RACK1-SRC complex","RACK1"
"36758","7248","ABCB1-ANXA2-RACK1-SRC complex","ANX2"
"36759","7248","ABCB1-ANXA2-RACK1-SRC complex","ANX2L4"
"36760","7248","ABCB1-ANXA2-RACK1-SRC complex","CAL1H"
"36761","7248","ABCB1-ANXA2-RACK1-SRC complex","LPC2D"
"36762","7248","ABCB1-ANXA2-RACK1-SRC complex","MDR1"
"36763","7248","ABCB1-ANXA2-RACK1-SRC complex","PGY1"
"36764","7248","ABCB1-ANXA2-RACK1-SRC complex","SRC1"
"36765","7248","ABCB1-ANXA2-RACK1-SRC complex","GNB2L1"
"11629","7249","ERS1-MDM2 complex","ESR1"
"11630","7249","ERS1-MDM2 complex","MDM2"
"36766","7249","ERS1-MDM2 complex","ESRA"
"36768","7249","ERS1-MDM2 complex","NR3A1"
"2792","725","P2X7 receptor signalling complex","ACTN4"
"2793","725","P2X7 receptor signalling complex","SVIL"
"2794","725","P2X7 receptor signalling complex","ITGB2"
"2795","725","P2X7 receptor signalling complex","HSP90AB1"
"2796","725","P2X7 receptor signalling complex","HSPA1A"
"2797","725","P2X7 receptor signalling complex","HSPA8"
"2798","725","P2X7 receptor signalling complex","PTPRB"
"2799","725","P2X7 receptor signalling complex","PI4KA"
"2800","725","P2X7 receptor signalling complex","ACTB"
"2801","725","P2X7 receptor signalling complex","MPP3"
"2802","725","P2X7 receptor signalling complex","LAMA3"
"2803","725","P2X7 receptor signalling complex","P2RX7"
"18532","725","P2X7 receptor signalling complex","CD18"
"18533","725","P2X7 receptor signalling complex","MFI7"
"18534","725","P2X7 receptor signalling complex","HSP90B"
"18535","725","P2X7 receptor signalling complex","HSPC2"
"18536","725","P2X7 receptor signalling complex","HSPCB"
"18537","725","P2X7 receptor signalling complex","HSPA1"
"18539","725","P2X7 receptor signalling complex","HSX70"
"18541","725","P2X7 receptor signalling complex","HSP70-1A"
"18542","725","P2X7 receptor signalling complex","HSC70"
"18544","725","P2X7 receptor signalling complex","HSP73"
"18546","725","P2X7 receptor signalling complex","HSPA10"
"18547","725","P2X7 receptor signalling complex","PTPB"
"18548","725","P2X7 receptor signalling complex","PIK4"
"18549","725","P2X7 receptor signalling complex","PIK4CA"
"18551","725","P2X7 receptor signalling complex","DLG3"
"18552","725","P2X7 receptor signalling complex","LAMNA"
"11631","7250","ESR1-MDM4 complex","MDM4"
"11632","7250","ESR1-MDM4 complex","ESR1"
"36770","7250","ESR1-MDM4 complex","MDMX"
"36771","7250","ESR1-MDM4 complex","ESRA"
"36773","7250","ESR1-MDM4 complex","NR3A1"
"11633","7251","IGBP1-MID1-PPP2CA complex","MID1"
"11634","7251","IGBP1-MID1-PPP2CA complex","PPP2CA"
"11635","7251","IGBP1-MID1-PPP2CA complex","IGBP1"
"36774","7251","IGBP1-MID1-PPP2CA complex","FXY"
"36775","7251","IGBP1-MID1-PPP2CA complex","RNF59"
"36776","7251","IGBP1-MID1-PPP2CA complex","TRIM18"
"36777","7251","IGBP1-MID1-PPP2CA complex","XPRF"
"36779","7251","IGBP1-MID1-PPP2CA complex","IBP1"
"11636","7252","ING5 (BRPF2, MOZ, MORF) complex","BRD1"
"11637","7252","ING5 (BRPF2, MOZ, MORF) complex","KAT6B"
"11638","7252","ING5 (BRPF2, MOZ, MORF) complex","ING5"
"11639","7252","ING5 (BRPF2, MOZ, MORF) complex","KAT6A"
"11640","7252","ING5 (BRPF2, MOZ, MORF) complex","MEAF6"
"36780","7252","ING5 (BRPF2, MOZ, MORF) complex","BRL"
"36781","7252","ING5 (BRPF2, MOZ, MORF) complex","BRPF2"
"36782","7252","ING5 (BRPF2, MOZ, MORF) complex","KIAA0383"
"36784","7252","ING5 (BRPF2, MOZ, MORF) complex","MORF"
"36786","7252","ING5 (BRPF2, MOZ, MORF) complex","MOZ2"
"36788","7252","ING5 (BRPF2, MOZ, MORF) complex","MYST4"
"36790","7252","ING5 (BRPF2, MOZ, MORF) complex","MOZ"
"36792","7252","ING5 (BRPF2, MOZ, MORF) complex","MYST3"
"36794","7252","ING5 (BRPF2, MOZ, MORF) complex","RUNXBP2"
"36796","7252","ING5 (BRPF2, MOZ, MORF) complex","ZNF220"
"36797","7252","ING5 (BRPF2, MOZ, MORF) complex","C1orf149"
"36799","7252","ING5 (BRPF2, MOZ, MORF) complex","CENP-28"
"36801","7252","ING5 (BRPF2, MOZ, MORF) complex","EAF6"
"11641","7253","ING5 (BRPF3, MOZ, MORF) complex","KAT6B"
"11642","7253","ING5 (BRPF3, MOZ, MORF) complex","ING5"
"11643","7253","ING5 (BRPF3, MOZ, MORF) complex","KAT6A"
"11644","7253","ING5 (BRPF3, MOZ, MORF) complex","MEAF6"
"11645","7253","ING5 (BRPF3, MOZ, MORF) complex","BRPF3"
"36802","7253","ING5 (BRPF3, MOZ, MORF) complex","KIAA0383"
"36804","7253","ING5 (BRPF3, MOZ, MORF) complex","MORF"
"36806","7253","ING5 (BRPF3, MOZ, MORF) complex","MOZ2"
"36808","7253","ING5 (BRPF3, MOZ, MORF) complex","MYST4"
"36810","7253","ING5 (BRPF3, MOZ, MORF) complex","MOZ"
"36812","7253","ING5 (BRPF3, MOZ, MORF) complex","MYST3"
"36814","7253","ING5 (BRPF3, MOZ, MORF) complex","RUNXBP2"
"36816","7253","ING5 (BRPF3, MOZ, MORF) complex","ZNF220"
"36817","7253","ING5 (BRPF3, MOZ, MORF) complex","C1orf149"
"36819","7253","ING5 (BRPF3, MOZ, MORF) complex","CENP-28"
"36821","7253","ING5 (BRPF3, MOZ, MORF) complex","EAF6"
"36822","7253","ING5 (BRPF3, MOZ, MORF) complex","KIAA1286"
"11646","7254","ING5 complex (ING5, JADE2, KAT7, MEAF6)","KAT7"
"11647","7254","ING5 complex (ING5, JADE2, KAT7, MEAF6)","ING5"
"11648","7254","ING5 complex (ING5, JADE2, KAT7, MEAF6)","MEAF6"
"11649","7254","ING5 complex (ING5, JADE2, KAT7, MEAF6)","JADE2"
"36823","7254","ING5 complex (ING5, JADE2, KAT7, MEAF6)","HBO1"
"36825","7254","ING5 complex (ING5, JADE2, KAT7, MEAF6)","HBOa"
"36827","7254","ING5 complex (ING5, JADE2, KAT7, MEAF6)","MYST2"
"36829","7254","ING5 complex (ING5, JADE2, KAT7, MEAF6)","C1orf149"
"36831","7254","ING5 complex (ING5, JADE2, KAT7, MEAF6)","CENP-28"
"36833","7254","ING5 complex (ING5, JADE2, KAT7, MEAF6)","EAF6"
"36834","7254","ING5 complex (ING5, JADE2, KAT7, MEAF6)","KIAA0239"
"36836","7254","ING5 complex (ING5, JADE2, KAT7, MEAF6)","PHF15"
"11650","7255","ING5 complex (ING5, JADE3, KAT7, MEAF6)","KAT7"
"11651","7255","ING5 complex (ING5, JADE3, KAT7, MEAF6)","ING5"
"11652","7255","ING5 complex (ING5, JADE3, KAT7, MEAF6)","JADE3"
"11653","7255","ING5 complex (ING5, JADE3, KAT7, MEAF6)","MEAF6"
"36837","7255","ING5 complex (ING5, JADE3, KAT7, MEAF6)","HBO1"
"36839","7255","ING5 complex (ING5, JADE3, KAT7, MEAF6)","HBOa"
"36841","7255","ING5 complex (ING5, JADE3, KAT7, MEAF6)","MYST2"
"36843","7255","ING5 complex (ING5, JADE3, KAT7, MEAF6)","KIAA0215"
"36845","7255","ING5 complex (ING5, JADE3, KAT7, MEAF6)","PHF16"
"36846","7255","ING5 complex (ING5, JADE3, KAT7, MEAF6)","C1orf149"
"36848","7255","ING5 complex (ING5, JADE3, KAT7, MEAF6)","CENP-28"
"36850","7255","ING5 complex (ING5, JADE3, KAT7, MEAF6)","EAF6"
"11654","7256","ABCB1-PPP2R3C-TFPI2 complex","ABCB1"
"11655","7256","ABCB1-PPP2R3C-TFPI2 complex","TFPI2"
"11656","7256","ABCB1-PPP2R3C-TFPI2 complex","PPP2R3C"
"36851","7256","ABCB1-PPP2R3C-TFPI2 complex","MDR1"
"36852","7256","ABCB1-PPP2R3C-TFPI2 complex","PGY1"
"36854","7256","ABCB1-PPP2R3C-TFPI2 complex","C14orf10"
"36855","7256","ABCB1-PPP2R3C-TFPI2 complex","G5PR"
"11657","7259","HCFC1-THAP11-ZNF143 complex","HCFC1"
"11658","7259","HCFC1-THAP11-ZNF143 complex","ZNF143"
"11659","7259","HCFC1-THAP11-ZNF143 complex","THAP11"
"36856","7259","HCFC1-THAP11-ZNF143 complex","HCF1"
"36858","7259","HCFC1-THAP11-ZNF143 complex","HFC1"
"36859","7259","HCFC1-THAP11-ZNF143 complex","SBF"
"36860","7259","HCFC1-THAP11-ZNF143 complex","STAF"
"36861","7259","HCFC1-THAP11-ZNF143 complex","HRIHFB2206"
"2804","726","DDB2 complex","COPS2"
"2805","726","DDB2 complex","RBX1"
"2806","726","DDB2 complex","GPS1"
"2807","726","DDB2 complex","CUL4A"
"2808","726","DDB2 complex","DDB1"
"2809","726","DDB2 complex","COPS6"
"2810","726","DDB2 complex","DDB2"
"2811","726","DDB2 complex","COPS5"
"2812","726","DDB2 complex","COPS8"
"2813","726","DDB2 complex","COPS4"
"2814","726","DDB2 complex","COPS7A"
"2815","726","DDB2 complex","COPS3"
"18554","726","DDB2 complex","CSN2"
"18556","726","DDB2 complex","TRIP15"
"18557","726","DDB2 complex","RNF75"
"18559","726","DDB2 complex","ROC1"
"18560","726","DDB2 complex","COPS1"
"18562","726","DDB2 complex","CSN1"
"18564","726","DDB2 complex","XAP1"
"18565","726","DDB2 complex","CSN6"
"18567","726","DDB2 complex","HVIP"
"18569","726","DDB2 complex","CSN5"
"18571","726","DDB2 complex","JAB1"
"18572","726","DDB2 complex","CSN8"
"18573","726","DDB2 complex","CSN4"
"18574","726","DDB2 complex","CSN7A"
"18576","726","DDB2 complex","DERP10"
"18577","726","DDB2 complex","CSN3"
"11660","7260","HCFC1-THAP11 subcomplex","HCFC1"
"11661","7260","HCFC1-THAP11 subcomplex","THAP11"
"36862","7260","HCFC1-THAP11 subcomplex","HCF1"
"36864","7260","HCFC1-THAP11 subcomplex","HFC1"
"36865","7260","HCFC1-THAP11 subcomplex","HRIHFB2206"
"11662","7262","3-Hydroxyacyl CoA dehydrogenase","HADHA"
"11663","7262","3-Hydroxyacyl CoA dehydrogenase","HADHB"
"36866","7262","3-Hydroxyacyl CoA dehydrogenase","HADH"
"36867","7262","3-Hydroxyacyl CoA dehydrogenase","MSTP029"
"11664","7263","ABCG5-ABCG8 complex","ABCG8"
"11665","7263","ABCG5-ABCG8 complex","ABCG5"
"11666","7265","MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4-syntrophin complex","ATP1B1"
"11667","7265","MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4-syntrophin complex","AQP4"
"11668","7265","MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4-syntrophin complex","KCNJ10"
"11669","7265","MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4-syntrophin complex","MLC1"
"11670","7265","MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4-syntrophin complex","TRPV4"
"11671","7265","MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4-syntrophin complex","SNTG1"
"36870","7265","MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4-syntrophin complex","ATP1B"
"36873","7265","MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4-syntrophin complex","KIAA0027"
"36874","7265","MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4-syntrophin complex","WKL1"
"36875","7265","MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4-syntrophin complex","VRL2"
"36877","7265","MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4-syntrophin complex","VROAC"
"11672","7266","AKT1-NQO2 complex","NQO2"
"11673","7266","AKT1-NQO2 complex","AKT1"
"36879","7266","AKT1-NQO2 complex","NMOR2"
"36880","7266","AKT1-NQO2 complex","PKB"
"36882","7266","AKT1-NQO2 complex","RAC"
"11674","7267","KAT2A-Oxoglutarate dehydrogenase complex","DLD"
"11675","7267","KAT2A-Oxoglutarate dehydrogenase complex","DLST"
"11676","7267","KAT2A-Oxoglutarate dehydrogenase complex","OGDH"
"11677","7267","KAT2A-Oxoglutarate dehydrogenase complex","KAT2A"
"36883","7267","KAT2A-Oxoglutarate dehydrogenase complex","GCSL"
"36884","7267","KAT2A-Oxoglutarate dehydrogenase complex","LAD"
"36885","7267","KAT2A-Oxoglutarate dehydrogenase complex","PHE3"
"36886","7267","KAT2A-Oxoglutarate dehydrogenase complex","DLTS"
"36888","7267","KAT2A-Oxoglutarate dehydrogenase complex","GCN5"
"36890","7267","KAT2A-Oxoglutarate dehydrogenase complex","GCN5L2"
"36892","7267","KAT2A-Oxoglutarate dehydrogenase complex","HGCN5"
"11678","7268","HEPACAM-MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4 complex","ATP1B1"
"11679","7268","HEPACAM-MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4 complex","AQP4"
"11680","7268","HEPACAM-MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4 complex","KCNJ10"
"11681","7268","HEPACAM-MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4 complex","HEPACAM"
"11682","7268","HEPACAM-MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4 complex","MLC1"
"11683","7268","HEPACAM-MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4 complex","TRPV4"
"36893","7268","HEPACAM-MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4 complex","ATP1B"
"36897","7268","HEPACAM-MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4 complex","KIAA0027"
"36898","7268","HEPACAM-MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4 complex","WKL1"
"36899","7268","HEPACAM-MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4 complex","VRL2"
"36901","7268","HEPACAM-MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4 complex","VROAC"
"11684","7269","p532-Clathrin-HSP70 complex","HSPA1A"
"11685","7269","p532-Clathrin-HSP70 complex","CLTC"
"11686","7269","p532-Clathrin-HSP70 complex","HERC1"
"36902","7269","p532-Clathrin-HSP70 complex","HSPA1"
"36904","7269","p532-Clathrin-HSP70 complex","HSX70"
"36906","7269","p532-Clathrin-HSP70 complex","HSP70-1A"
"36907","7269","p532-Clathrin-HSP70 complex","CLH17"
"36909","7269","p532-Clathrin-HSP70 complex","CLTCL2"
"36911","7269","p532-Clathrin-HSP70 complex","KIAA0034"
"36913","7269","p532-Clathrin-HSP70 complex","CHC"
"36914","7269","p532-Clathrin-HSP70 complex","p532"
"2816","727","CSA complex","COPS2"
"2817","727","CSA complex","RBX1"
"2818","727","CSA complex","GPS1"
"2819","727","CSA complex","ERCC8"
"2820","727","CSA complex","CUL4A"
"2821","727","CSA complex","DDB1"
"2822","727","CSA complex","COPS6"
"2823","727","CSA complex","COPS5"
"2824","727","CSA complex","COPS8"
"2825","727","CSA complex","COPS4"
"2826","727","CSA complex","COPS7A"
"2827","727","CSA complex","COPS3"
"18578","727","CSA complex","CSN2"
"18580","727","CSA complex","TRIP15"
"18581","727","CSA complex","RNF75"
"18583","727","CSA complex","ROC1"
"18584","727","CSA complex","COPS1"
"18586","727","CSA complex","CSN1"
"18587","727","CSA complex","CKN1"
"18588","727","CSA complex","CSA"
"18590","727","CSA complex","XAP1"
"18591","727","CSA complex","CSN6"
"18593","727","CSA complex","HVIP"
"18594","727","CSA complex","CSN5"
"18596","727","CSA complex","JAB1"
"18597","727","CSA complex","CSN8"
"18598","727","CSA complex","CSN4"
"18599","727","CSA complex","CSN7A"
"18601","727","CSA complex","DERP10"
"18602","727","CSA complex","CSN3"
"11687","7271","ARNTL-NPAS2 complex","ARNTL"
"11688","7271","ARNTL-NPAS2 complex","NPAS2"
"36915","7271","ARNTL-NPAS2 complex","BHLHE5"
"36916","7271","ARNTL-NPAS2 complex","BMAL1"
"36917","7271","ARNTL-NPAS2 complex","MOP3"
"36918","7271","ARNTL-NPAS2 complex","PASD3"
"36919","7271","ARNTL-NPAS2 complex","BHLHE9"
"36920","7271","ARNTL-NPAS2 complex","MOP4"
"36921","7271","ARNTL-NPAS2 complex","PASD4"
"11689","7272","Core clock complex","ARNTL"
"11690","7272","Core clock complex","CLOCK"
"36922","7272","Core clock complex","BHLHE5"
"36923","7272","Core clock complex","BMAL1"
"36924","7272","Core clock complex","MOP3"
"36925","7272","Core clock complex","PASD3"
"36926","7272","Core clock complex","BHLHE8"
"36927","7272","Core clock complex","KIAA0334"
"11691","7273","ARNTL-HIF1A complex","ARNTL"
"11692","7273","ARNTL-HIF1A complex","HIF1A"
"36928","7273","ARNTL-HIF1A complex","BHLHE5"
"36929","7273","ARNTL-HIF1A complex","BMAL1"
"36930","7273","ARNTL-HIF1A complex","MOP3"
"36931","7273","ARNTL-HIF1A complex","PASD3"
"36932","7273","ARNTL-HIF1A complex","BHLHE78"
"36933","7273","ARNTL-HIF1A complex","MOP1"
"36934","7273","ARNTL-HIF1A complex","PASD8"
"11693","7274","ARNTL-EPAS1 complex","ARNTL"
"11694","7274","ARNTL-EPAS1 complex","EPAS1"
"36935","7274","ARNTL-EPAS1 complex","BHLHE5"
"36936","7274","ARNTL-EPAS1 complex","BMAL1"
"36937","7274","ARNTL-EPAS1 complex","MOP3"
"36938","7274","ARNTL-EPAS1 complex","PASD3"
"36939","7274","ARNTL-EPAS1 complex","BHLHE73"
"36940","7274","ARNTL-EPAS1 complex","HIF2A"
"36941","7274","ARNTL-EPAS1 complex","MOP2"
"36942","7274","ARNTL-EPAS1 complex","PASD2"
"11695","7275","BCL2-CISD2 complex","BCL2"
"11696","7275","BCL2-CISD2 complex","CISD2"
"36944","7275","BCL2-CISD2 complex","CDGSH2"
"36945","7275","BCL2-CISD2 complex","ERIS"
"36946","7275","BCL2-CISD2 complex","ZCD2"
"11697","7277","Carboxypeptidase N","CPN1"
"11698","7277","Carboxypeptidase N","CPN2"
"36947","7277","Carboxypeptidase N","ACBP"
"36948","7277","Carboxypeptidase N","ACBP"
"2828","728","CSA-POLIIa complex","POLR2A"
"2829","728","CSA-POLIIa complex","COPS2"
"2830","728","CSA-POLIIa complex","RBX1"
"2831","728","CSA-POLIIa complex","GPS1"
"2832","728","CSA-POLIIa complex","ERCC8"
"2833","728","CSA-POLIIa complex","CUL4A"
"2834","728","CSA-POLIIa complex","DDB1"
"2835","728","CSA-POLIIa complex","COPS6"
"2836","728","CSA-POLIIa complex","COPS5"
"2837","728","CSA-POLIIa complex","COPS8"
"2838","728","CSA-POLIIa complex","COPS4"
"2839","728","CSA-POLIIa complex","COPS7A"
"2840","728","CSA-POLIIa complex","COPS3"
"18603","728","CSA-POLIIa complex","POLR2"
"18604","728","CSA-POLIIa complex","CSN2"
"18606","728","CSA-POLIIa complex","TRIP15"
"18607","728","CSA-POLIIa complex","RNF75"
"18609","728","CSA-POLIIa complex","ROC1"
"18610","728","CSA-POLIIa complex","COPS1"
"18612","728","CSA-POLIIa complex","CSN1"
"18613","728","CSA-POLIIa complex","CKN1"
"18614","728","CSA-POLIIa complex","CSA"
"18616","728","CSA-POLIIa complex","XAP1"
"18617","728","CSA-POLIIa complex","CSN6"
"18619","728","CSA-POLIIa complex","HVIP"
"18620","728","CSA-POLIIa complex","CSN5"
"18622","728","CSA-POLIIa complex","JAB1"
"18623","728","CSA-POLIIa complex","CSN8"
"18624","728","CSA-POLIIa complex","CSN4"
"18625","728","CSA-POLIIa complex","CSN7A"
"18627","728","CSA-POLIIa complex","DERP10"
"18628","728","CSA-POLIIa complex","CSN3"
"11699","7281","BIN1-EHBP1-RAB8A complex","BIN1"
"11700","7281","BIN1-EHBP1-RAB8A complex","RAB8A"
"11701","7281","BIN1-EHBP1-RAB8A complex","EHBP1"
"36949","7281","BIN1-EHBP1-RAB8A complex","AMPHL"
"36950","7281","BIN1-EHBP1-RAB8A complex","MEL"
"36951","7281","BIN1-EHBP1-RAB8A complex","RAB8"
"36952","7281","BIN1-EHBP1-RAB8A complex","KIAA0903"
"36953","7281","BIN1-EHBP1-RAB8A complex","NACSIN"
"11702","7282","FEN1-WRN complex","FEN1"
"11703","7282","FEN1-WRN complex","WRN"
"36954","7282","FEN1-WRN complex","RAD2"
"36955","7282","FEN1-WRN complex","RECQ3"
"36956","7282","FEN1-WRN complex","RECQL2"
"11704","7283","ETS1-PRX1 complex","ETS1"
"11705","7283","ETS1-PRX1 complex","PRRX1"
"36957","7283","ETS1-PRX1 complex","EWSR2"
"36958","7283","ETS1-PRX1 complex","PMX1"
"11706","7284","GSK3B-HSP90AA1-PKM2 complex","HSP90AA1"
"11707","7284","GSK3B-HSP90AA1-PKM2 complex","PKM"
"11708","7284","GSK3B-HSP90AA1-PKM2 complex","GSK3B"
"36959","7284","GSK3B-HSP90AA1-PKM2 complex","HSP90A"
"36961","7284","GSK3B-HSP90AA1-PKM2 complex","HSPC1"
"36963","7284","GSK3B-HSP90AA1-PKM2 complex","HSPCA"
"36964","7284","GSK3B-HSP90AA1-PKM2 complex","OIP3"
"36965","7284","GSK3B-HSP90AA1-PKM2 complex","PK2"
"36966","7284","GSK3B-HSP90AA1-PKM2 complex","PK3"
"36967","7284","GSK3B-HSP90AA1-PKM2 complex","PKM2"
"11709","7285","HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex","HEXIM1"
"11710","7285","HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex","XRCC6"
"11711","7285","HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex","XRCC5"
"11712","7285","HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex","SFPQ"
"11713","7285","HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex","MATR3"
"11714","7285","HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex","PRKDC"
"11715","7285","HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex","NONO"
"11716","7285","HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex","PSPC1"
"11717","7285","HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex","RBM14"
"36969","7285","HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex","CLP1"
"36971","7285","HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex","EDG1"
"36973","7285","HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex","HIS1"
"36975","7285","HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex","MAQ1"
"36976","7285","HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex","G22P1"
"36978","7285","HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex","KU70"
"36979","7285","HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex","G22P2"
"36981","7285","HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex","KU86"
"36982","7285","HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex","PSF"
"36983","7285","HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex","KIAA0723"
"36984","7285","HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex","HYRC"
"36986","7285","HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex","HYRC1"
"36987","7285","HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex","NRB54"
"36988","7285","HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex","PSP1"
"36989","7285","HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex","SIP"
"11718","7286","AIP4-DTX3L complex","DTX3L"
"11719","7286","AIP4-DTX3L complex","ITCH"
"36990","7286","AIP4-DTX3L complex","BBAP"
"36991","7286","AIP4-DTX3L complex","AIP4"
"11720","7287","SIMPLE-HRS-STAM1 complex","HGS"
"11721","7287","SIMPLE-HRS-STAM1 complex","STAM"
"11722","7287","SIMPLE-HRS-STAM1 complex","LITAF"
"36992","7287","SIMPLE-HRS-STAM1 complex","HRS"
"36993","7287","SIMPLE-HRS-STAM1 complex","STAM1"
"36994","7287","SIMPLE-HRS-STAM1 complex","PIG7"
"36995","7287","SIMPLE-HRS-STAM1 complex","SIMPLE"
"11723","7288","ANGPTL4-LRP6-SDC1 complex","LRP6"
"11724","7288","ANGPTL4-LRP6-SDC1 complex","SDC1"
"11725","7288","ANGPTL4-LRP6-SDC1 complex","ANGPTL4"
"36997","7288","ANGPTL4-LRP6-SDC1 complex","SDC"
"36998","7288","ANGPTL4-LRP6-SDC1 complex","ARP4"
"36999","7288","ANGPTL4-LRP6-SDC1 complex","HFARP"
"37000","7288","ANGPTL4-LRP6-SDC1 complex","PGAR"
"37001","7288","ANGPTL4-LRP6-SDC1 complex","PP1158"
"37002","7288","ANGPTL4-LRP6-SDC1 complex","PSEC0166"
"11726","7289","ANGPTL4-LRP6-SDC2 complex","LRP6"
"11727","7289","ANGPTL4-LRP6-SDC2 complex","SDC2"
"11728","7289","ANGPTL4-LRP6-SDC2 complex","ANGPTL4"
"37004","7289","ANGPTL4-LRP6-SDC2 complex","HSPG1"
"37005","7289","ANGPTL4-LRP6-SDC2 complex","ARP4"
"37006","7289","ANGPTL4-LRP6-SDC2 complex","HFARP"
"37007","7289","ANGPTL4-LRP6-SDC2 complex","PGAR"
